brand,features,price,rating,rating_count,link
Thomson,"['108cm (43 inch) Ultra HD (4K) LED Smart Android TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '30 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'IPS', '1 Year Warranty']",24999,4.6,968,https://www.flipkart.com/thomson-108cm-43-inch-ultra-hd-4k-led-smart-android-tv/p/itm0dc1015136756?pid=TVSFT4FJQ4YYXTKY&lid=LSTTVSFT4FJQ4YYXTKYOGWEH4&marketplace=FLIPKART&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=70606a7b-1e67-40ca-b478-385d04907b1b.TVSFT4FJQ4YYXTKY.SEARCH&ssid=9fjq3s5ulc0000001596044962973&qH=9e3cf996c5c2322b
Motorola,"['107.6cm (43 inch) Full HD LED Smart Android TV with Wireless Gamepad', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Full HD 1920 x 1080 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', 'IPS', '1 Year Warranty on Product']",23999,4.3,12223,https://www.flipkart.com/motorola-107-6cm-43-inch-full-hd-led-smart-android-tv-wireless-gamepad/p/itmffvfvggjfydag?pid=TVSFFVFVVC9CMDVM&lid=LSTTVSFFVFVVC9CMDVMJOEMVI&marketplace=FLIPKART&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=70606a7b-1e67-40ca-b478-385d04907b1b.TVSFFVFVVC9CMDVM.SEARCH&ssid=9fjq3s5ulc0000001596044962973&qH=9e3cf996c5c2322b
Kodak,"['139cm (55 inch) Ultra HD (4K) LED Smart Android TV with 5000 Plus Apps and Games', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840X2160 Pixels', '30 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Warranty on Product']",30999,4.6,1929,https://www.flipkart.com/kodak-139cm-55-inch-ultra-hd-4k-led-smart-android-tv-5000-plus-apps-games/p/itm0deb72d0a34a4?pid=TVSFP6FJVCBDHR4W&lid=LSTTVSFP6FJVCBDHR4WFMWRLM&marketplace=FLIPKART&srno=s_2_25&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFP6FJVCBDHR4W.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Samsung,"['138cm (55 inch) Ultra HD (4K) LED Smart TV with Voice Search', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel']",49999,4.5,582,https://www.flipkart.com/samsung-138cm-55-inch-ultra-hd-4k-led-smart-tv-voice-search/p/itm54d56af65f652?pid=TVSFQPHJPZVQDJEN&lid=LSTTVSFQPHJPZVQDJEN8WXG7Z&marketplace=FLIPKART&srno=s_2_26&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFQPHJPZVQDJEN.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Samsung,"['108cm (43 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Tizen', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Comprehensive Manufacturer Warranty on Product and 1 Year Additional Warranty on Panel']",36999,4.5,582,https://www.flipkart.com/samsung-108cm-43-inch-ultra-hd-4k-led-smart-tv/p/itm1dcb2428142f0?pid=TVSFQPHJKNHHHZSC&lid=LSTTVSFQPHJKNHHHZSCVTOFC7&marketplace=FLIPKART&srno=s_2_27&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFQPHJKNHHHZSC.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Realme,"['80cm (32 inch) HD Ready LED Smart Android TV', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'HD Ready 1366 x 768 Pixels', '24 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Domestic Warranty, 2 Years on Panel']",12999,4.3,11834,https://www.flipkart.com/realme-80cm-32-inch-hd-ready-led-smart-android-tv/p/itm56d1cf16da75b?pid=TVSFRTJQTZVKTF6Y&lid=LSTTVSFRTJQTZVKTF6YTYQNP6&marketplace=FLIPKART&srno=s_2_28&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFRTJQTZVKTF6Y.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Samsung,"['80cm (32 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', '1 Year Comprehensive Warranty and 1 Year Additional on Panel']",12499,4.3,707,https://www.flipkart.com/samsung-80cm-32-inch-hd-ready-led-tv/p/itm0d0c1abe665c0?pid=TVSFZRNNEEEXPGGG&lid=LSTTVSFZRNNEEEXPGGGNUF3GW&marketplace=FLIPKART&srno=s_2_29&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFZRNNEEEXPGGG.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Thomson,"['R9 80cm (32 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', 'Thin Bezel Design', '1 Year Warranty']",8499,4.2,29916,https://www.flipkart.com/thomson-r9-80cm-32-inch-hd-ready-led-tv/p/itmf66gtyxgpskyc?pid=TVSF66GTBYHHZHAM&lid=LSTTVSF66GTBYHHZHAM7T7GGZ&marketplace=FLIPKART&srno=s_2_30&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSF66GTBYHHZHAM.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Kodak,"['80cm (32 inch) HD Ready LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', 'A+ Grade', '1 Year Kodak India Warranty']",11499,4.3,12390,https://www.flipkart.com/kodak-80cm-32-inch-hd-ready-led-smart-tv/p/itmess8czhvmvd3d?pid=TVSESS8CDSRRNFZZ&lid=LSTTVSESS8CDSRRNFZZB0HAKG&marketplace=FLIPKART&srno=s_2_31&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSESS8CDSRRNFZZ.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
Kodak,"['108cm (43 inch) Ultra HD (4K) LED Smart Android TV with 5000 Plus Apps and Games', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840X2160 Pixels', '30 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Warranty on Product']",23999,4.6,1929,https://www.flipkart.com/kodak-108cm-43-inch-ultra-hd-4k-led-smart-android-tv-5000-plus-apps-games/p/itme3cb5af1393ea?pid=TVSFP6FJZGV4YM5A&lid=LSTTVSFP6FJZGV4YM5ALAWLPL&marketplace=FLIPKART&srno=s_2_32&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFP6FJZGV4YM5A.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
LG,"['108cm (43 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '50 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year LG India Comprehensive Warranty and Additional 1 Year Warranty is Applicable on Panel/Module']",36499,4.3,1843,https://www.flipkart.com/lg-108cm-43-inch-ultra-hd-4k-led-smart-tv/p/itm192970a6253b5?pid=TVSFZZ2KPCWNB6VH&lid=LSTTVSFZZ2KPCWNB6VHQF10HA&marketplace=FLIPKART&srno=s_2_33&otracker=search&otracker1=search&fm=organic&iid=de3e086e-dd04-4ee2-96cf-6ed19ad9830d.TVSFZZ2KPCWNB6VH.SEARCH&ssid=g2f06rb3cw0000001596044964800&qH=9e3cf996c5c2322b
