brand,features,price,rating,rating_count,link
ADSUN,"['80cm (32 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', 'A+ Grade', '1 Year Warranty on Product']",7899,4.1,635,https://www.flipkart.com/adsun-80cm-32-inch-hd-ready-led-tv/p/itmffmnvusydzajr?pid=TVSFFMNVXFU4DFW4&lid=LSTTVSFFMNVXFU4DFW4FBOI4W&marketplace=FLIPKART&srno=s_9_201&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFFMNVXFU4DFW4.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Kodak,"['XPRO 102cm (40 inch) Full HD LED Smart TV', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'Full HD 1920 x 1080 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'Samsung Panel', 'Android 7.1(Nougat)', '1 Year Warranty']",15499,4.4,17244,https://www.flipkart.com/kodak-xpro-102cm-40-inch-full-hd-led-smart-tv/p/itmez9vtzcz2vvbs?pid=TVSFFACJJ3ZSTHHA&lid=LSTTVSFFACJJ3ZSTHHAAK6GRA&marketplace=FLIPKART&srno=s_9_202&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFFACJJ3ZSTHHA.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Sony,"['Bravia X8000G 123.2cm (49 inch) Ultra HD (4K) LED Smart Android TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '50 Hz Refresh Rate', '4 x HDMI | 3 x USB', 'LED', '1 Year Manufacturer Warranty']",69999,4.4,219,https://www.flipkart.com/sony-bravia-x8000g-123-2cm-49-inch-ultra-hd-4k-led-smart-android-tv/p/itmfgy7xhnnjhugw?pid=TVSFGY7XWDVZHQCY&lid=LSTTVSFGY7XWDVZHQCYSKNTZR&marketplace=FLIPKART&srno=s_9_203&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFGY7XWDVZHQCY.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Aisen,"['100cm (40 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '16 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', 'A+ Grade', '2 Years Warranty']",13990,3.3,6,https://www.flipkart.com/aisen-100cm-40-inch-hd-ready-led-tv/p/itmfbgr37zchdrus?pid=TVSFBGR3HBKFEGUA&lid=LSTTVSFBGR3HBKFEGUAAXBUXN&marketplace=FLIPKART&srno=s_9_204&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFBGR3HBKFEGUA.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Impex,"['100cm (39 inch) HD Ready LED TV', 'Operating System: HomeOS', 'HD Ready 1366 x 768 Pixels', '16 W Speaker Output', '50 Hz Refresh Rate', '2 x HDMI | 2 x USB', '3 Years Warranty']",18999,unrated,unrated,https://www.flipkart.com/impex-100cm-39-inch-hd-ready-led-tv/p/itmfga9fjuynsz7f?pid=TVSFGA9F5NZHTZKZ&lid=LSTTVSFGA9F5NZHTZKZD00YE1&marketplace=FLIPKART&srno=s_9_205&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFGA9F5NZHTZKZ.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Avoir,"['80cm (32 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', 'HD Panel', '1 Year Intex India Warranty']",9999,4.2,4251,https://www.flipkart.com/avoir-80cm-32-inch-hd-ready-led-tv/p/itmetefxt5hhmhg3?pid=TVSETCGRFGXTZZPB&lid=LSTTVSETCGRFGXTZZPBHTZQPA&marketplace=FLIPKART&srno=s_9_206&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSETCGRFGXTZZPB.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Panasonic,"['123cm (49 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Prime Video|Youtube', 'Operating System: Linux', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '100 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'IPS', '1 Year Comprehensive and 1 Year Panel Warranty']",42999,4.3,107,https://www.flipkart.com/panasonic-123cm-49-inch-ultra-hd-4k-led-smart-tv/p/itma8b96abf6e689?pid=TVSFJPAMGNVJKQTN&lid=LSTTVSFJPAMGNVJKQTN6PGR3W&marketplace=FLIPKART&srno=s_9_207&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFJPAMGNVJKQTN.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Intex,"['139cm (55 inch) Full HD LED TV', 'Full HD 1920 x 1080 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', '3 Years Warranty']",43999,4.4,62,https://www.flipkart.com/intex-139cm-55-inch-full-hd-led-tv/p/itmemzcgqrwzrth5?pid=TVSEMZCG7HHDBCEZ&lid=LSTTVSEMZCG7HHDBCEZLWRXL9&marketplace=FLIPKART&srno=s_9_208&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSEMZCG7HHDBCEZ.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Haier,"['127cm (50 inch) Ultra HD (4K) LED Smart Android TV', 'Netflix|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '30 W Speaker Output', '60 Hz Refresh Rate', '4 x HDMI | 2 x USB', '1 Year Manufacturer Warranty']",38499,unrated,unrated,https://www.flipkart.com/haier-127cm-50-inch-ultra-hd-4k-led-smart-android-tv/p/itm01c609b56bf99?pid=TVSFQXAYMFGE7SEZ&lid=LSTTVSFQXAYMFGE7SEZ1TIIPV&marketplace=FLIPKART&srno=s_9_209&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFQXAYMFGE7SEZ.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
TCL,"['163.96cm (65 inch) Ultra HD (4K) LED Smart Android TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3860 x 2160 Pixels', '16 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+ Grade Panel', '18 Months']",51299,4.3,28,https://www.flipkart.com/tcl-163-96cm-65-inch-ultra-hd-4k-led-smart-android-tv/p/itm5e8d04a4625e0?pid=TVSFNVFKGFA7R3UQ&lid=LSTTVSFNVFKGFA7R3UQC7LPG8&marketplace=FLIPKART&srno=s_9_210&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFNVFKGFA7R3UQ.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
JVC,"['Ultra Luminious Series 80cm (32 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '1 x HDMI | 2 x USB', 'A+ Grade with Zero Dots', '1 Year JVC India Warranty']",18999,3.7,26,https://www.flipkart.com/jvc-ultra-luminious-series-80cm-32-inch-hd-ready-led-tv/p/itmfgepdy73j6n3y?pid=TVSFGEPDM7FAFG7H&lid=LSTTVSFGEPDM7FAFG7H5LOQX8&marketplace=FLIPKART&srno=s_9_211&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFGEPDM7FAFG7H.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Skyworth,"['101cm (40 inch) Full HD LED TV', 'Full HD 1080 P Pixels', '10*2 Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'MANUFACTURER']",15999,unrated,unrated,https://www.flipkart.com/skyworth-101cm-40-inch-full-hd-led-tv/p/itmfgepdstfdhp6c?pid=TVSFGEPDEFRCATVA&lid=LSTTVSFGEPDEFRCATVA7F8EUX&marketplace=FLIPKART&srno=s_9_212&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFGEPDEFRCATVA.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Panasonic,"['108cm (43 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Youtube', 'Operating System: Linux', 'Ultra HD (4K) 3840 x 2160 Pixels', '16 W Speaker Output', '50 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Comprehensive and 1 Year on Panel from Panasonic']",35999,unrated,unrated,https://www.flipkart.com/panasonic-108cm-43-inch-ultra-hd-4k-led-smart-tv/p/itm28d0eb9e73e6f?pid=TVSFJPAMW4VGMQCU&lid=LSTTVSFJPAMW4VGMQCUPH10WQ&marketplace=FLIPKART&srno=s_9_213&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFJPAMW4VGMQCU.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Sony,"['X7002G 123cm (49 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '50 Hz Refresh Rate', '3 x HDMI | 3 x USB', 'LED', '1 Year Manufacturer Warranty']",60999,4.4,172,https://www.flipkart.com/sony-x7002g-123cm-49-inch-ultra-hd-4k-led-smart-tv/p/itm82c3000fc385a?pid=TVSFJY52KTSJV8Y8&lid=LSTTVSFJY52KTSJV8Y8PZ3B3B&marketplace=FLIPKART&srno=s_9_214&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFJY52KTSJV8Y8.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
AKAI,"['4K - UHD Series 139.7cm (55 inch) Ultra HD (4K) LED Smart TV', 'Disney+Hotstar|Youtube', 'Operating System: Android Based', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'A+ Grade', '3 Years Manufacturing Warranty']",36990,unrated,unrated,https://www.flipkart.com/akai-4k-uhd-series-139-7cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmfgzcbw2txj3zf?pid=TVSFGZCBHMZZHZ6S&lid=LSTTVSFGZCBHMZZHZ6SGMWDR7&marketplace=FLIPKART&srno=s_9_215&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSFGZCBHMZZHZ6S.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Panasonic,"['101.5cm (40 inch) Full HD LED TV', 'Full HD 1920 x 1080 Pixels', '16 W Speaker Output', '50 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'VA', '1 Year Comprehensive Warranty']",21999,4.2,204,https://www.flipkart.com/panasonic-101-5cm-40-inch-full-hd-led-tv/p/itmf7vq3aqmubzak?pid=TVSF7VQ3ZQZYJYHM&lid=LSTTVSF7VQ3ZQZYJYHMZFSQTE&marketplace=FLIPKART&srno=s_9_216&otracker=search&otracker1=search&fm=organic&iid=3d797bb3-8b99-4e45-a728-e37f87eeaffe.TVSF7VQ3ZQZYJYHM.SEARCH&ssid=bmgwlm0mps0000001596044978591&qH=9e3cf996c5c2322b
Sanyo,"['4K UHD 123cm (49 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Youtube', 'Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'A+ Grade', '1 Year Sanyo India Warranty']",39999,4,154,https://www.flipkart.com/sanyo-4k-uhd-123cm-49-inch-ultra-hd-4k-led-smart-tv/p/itmfy5t4zkcjjvdf?pid=TVSFY5T3JZ7FZGEJ&lid=LSTTVSFY5T3JZ7FZGEJIZMZF6&marketplace=FLIPKART&srno=s_10_217&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFY5T3JZ7FZGEJ.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
LG,"['123cm (49 inch) Full HD LED Smart TV', 'Operating System: WebOS', 'Full HD 1920 x 1080 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'IPS Panel', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module']",49999,4.6,339,https://www.flipkart.com/lg-123cm-49-inch-full-hd-led-smart-tv/p/itmeurncmn7a9hez?pid=TVSEURNCC6HGZYGG&lid=LSTTVSEURNCC6HGZYGG9YADHG&marketplace=FLIPKART&srno=s_10_218&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSEURNCC6HGZYGG.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Panasonic,"['123.4cm (49 inch) Full HD LED Smart TV', 'Youtube', 'Operating System: Android Based', 'Full HD 1920 x 1080 Pixels', '20 W Speaker Output', '100 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'IPS LED LCD', '1 Year Panasonic Warranty']",39999,4.3,302,https://www.flipkart.com/panasonic-123-4cm-49-inch-full-hd-led-smart-tv/p/itmevt89ypwvabeh?pid=TVSEVT89PRMWFGVA&lid=LSTTVSEVT89PRMWFGVA9RH3IM&marketplace=FLIPKART&srno=s_10_219&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSEVT89PRMWFGVA.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Sony,"['Bravia X9000F 163.9cm (65 inch) Ultra HD (4K) LED Smart Android TV', 'Netflix|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '100 Hz Refresh Rate', '4 x HDMI | 3 x USB', '1 Year Manufacturer Warranty']",213999,4.8,8,https://www.flipkart.com/sony-bravia-x9000f-163-9cm-65-inch-ultra-hd-4k-led-smart-android-tv/p/itmf6m2vtbshechh?pid=TVSF6M2VAJGRVYY4&lid=LSTTVSF6M2VAJGRVYY4BWWNEI&marketplace=FLIPKART&srno=s_10_220&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSF6M2VAJGRVYY4.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Panasonic,"['FX600 Series 139cm (55 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Youtube', 'Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'IPS', '1 Year Warranty']",55999,4.6,22,https://www.flipkart.com/panasonic-fx600-series-139cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf6mfg2wyf9bma?pid=TVSF6MFGGPNAUDHF&lid=LSTTVSF6MFGGPNAUDHFZTAWXI&marketplace=FLIPKART&srno=s_10_221&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSF6MFGGPNAUDHF.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Sanyo,"['4K UHD 139cm (55 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Youtube', 'Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'A+ Grade', '1 Year Sanyo India Warranty']",50999,4.5,68,https://www.flipkart.com/sanyo-4k-uhd-139cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmfy5t4hzwwgjgf?pid=TVSFY5T3FMBCHSFC&lid=LSTTVSFY5T3FMBCHSFCUYTO9W&marketplace=FLIPKART&srno=s_10_222&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFY5T3FMBCHSFC.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Panasonic,"['123cm (49 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: HomeOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '30 W Speaker Output', '50 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year Warranty on Product']",50400,unrated,unrated,https://www.flipkart.com/panasonic-123cm-49-inch-ultra-hd-4k-led-smart-tv/p/itm54edca65a07e9?pid=TVSFN8XW8PRPMHHN&lid=LSTTVSFN8XW8PRPMHHN2HHDOS&marketplace=FLIPKART&srno=s_10_223&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFN8XW8PRPMHHN.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Samsung,"['Series 5 123cm (49 inch) Full HD LED TV', 'Full HD 1920 x 1080 Pixels', '40 W Speaker Output', '120 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'A+', '1 Year Comprehensive and 1 Year Additional on Panel from Samsung']",44999,4.2,135,https://www.flipkart.com/samsung-series-5-123cm-49-inch-full-hd-led-tv/p/itmf5xzyf9zuuyvz?pid=TVSF5XZYUVKRNW9X&lid=LSTTVSF5XZYUVKRNW9XJVMHZA&marketplace=FLIPKART&srno=s_10_224&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSF5XZYUVKRNW9X.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
iFFALCON,"['by TCL AI Powered K3A 163.9cm (65 inch) Ultra HD (4K) LED Smart Android TV with Super Narrow...', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'A+ Grade UHD 10-bit DLED Panel', '1 Year Warranty on Product']",54999,4.4,445,https://www.flipkart.com/iffalcon-tcl-ai-powered-k3a-163-9cm-65-inch-ultra-hd-4k-led-smart-android-tv-super-narrow-bezzel/p/itmfhmr3ttyzgdrz?pid=TVSFHMR3Y4FZU33C&lid=LSTTVSFHMR3Y4FZU33CQPONIU&marketplace=FLIPKART&srno=s_10_225&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFHMR3Y4FZU33C.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Onida,"['138.78cm (54.64 inch) Ultra HD (4K) LED Smart TV', 'Youtube', 'Operating System: Android Based', 'Ultra HD (4K) 3840 x 2160 Pixels', '16 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'ADS LED Panel', '1 Year Onida Standard Warranty']",47999,3.9,329,https://www.flipkart.com/onida-138-78cm-54-64-inch-ultra-hd-4k-led-smart-tv/p/itmezvfhxq4fegdd?pid=TVSEZVFHBHUGPNZH&lid=LSTTVSEZVFHBHUGPNZHSSVVFY&marketplace=FLIPKART&srno=s_10_226&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSEZVFHBHUGPNZH.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
LG,"['164cm (65 inch) Ultra HD (4K) LED Smart TV with Nanocell', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '40 W Speaker Output', '100 Hz Refresh Rate', '4 x HDMI | 3 x USB', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module']",164999,4.7,6,https://www.flipkart.com/lg-164cm-65-inch-ultra-hd-4k-led-smart-tv-nanocell/p/itmfhbvzgyrgxaxw?pid=TVSFHBVZVHG45JVH&lid=LSTTVSFHBVZVHG45JVHSS7IQT&marketplace=FLIPKART&srno=s_10_227&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFHBVZVHG45JVH.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
JVC,"['140cm (55 inch) Ultra HD (4K) LED Smart TV with Quantum Backlit Technology', 'Netflix|Prime Video|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'Ultra HD (4K) 3840 x 2160 Pixels', '50 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'A+ Grade Zero Dot Samsung Screen Cells with Quantum Blacklit Ultra HD Panel', '1 Year JVC India Warranty']",39999,4.1,788,https://www.flipkart.com/jvc-140cm-55-inch-ultra-hd-4k-led-smart-tv-quantum-backlit-technology/p/itmfec37ysueja3c?pid=TVSFEC37QKYXW6DC&lid=LSTTVSFEC37QKYXW6DCPRWRPD&marketplace=FLIPKART&srno=s_10_228&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFEC37QKYXW6DC.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
LG,"['127cm (50 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: WebOS', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '50 Hz Refresh Rate', '3 x HDMI | 2 x USB', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module']",55800,4.5,36,https://www.flipkart.com/lg-127cm-50-inch-ultra-hd-4k-led-smart-tv/p/itmc00d35157c433?pid=TVSFJY52VC5QGQSK&lid=LSTTVSFJY52VC5QGQSKUWFT18&marketplace=FLIPKART&srno=s_10_229&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFJY52VC5QGQSK.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Panasonic,"['FX730 Series 139cm (55 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Prime Video|Youtube', 'Operating System: Linux based', 'Ultra HD (4K) 3840 x 2160 Pixels', '20 W Speaker Output', '100 Hz Refresh Rate', '3 x HDMI | 3 x USB', 'IPS', 'Screw Less design/1800 Hz BMR', '1 Year Warranty']",74999,4.5,39,https://www.flipkart.com/panasonic-fx730-series-139cm-55-inch-ultra-hd-4k-led-smart-tv/p/itmf6mfgwapffchh?pid=TVSF6MFG9WSHP3ED&lid=LSTTVSF6MFG9WSHP3EDEMCFMM&marketplace=FLIPKART&srno=s_10_230&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSF6MFG9WSHP3ED.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Aisen,"['165.1cm (65 inch) Ultra HD (4K) LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Android Based', 'Ultra HD (4K) 3840 x 2160 Pixels', '16 W Speaker Output', '60 Hz Refresh Rate', '3 x HDMI | 4 x USB', 'A+ Grade', '2 Years Warranty']",52990,unrated,unrated,https://www.flipkart.com/aisen-165-1cm-65-inch-ultra-hd-4k-led-smart-tv/p/itmfbgr3pxubtpnr?pid=TVSFBGR3P6X3HHQA&lid=LSTTVSFBGR3P6X3HHQA7HFK5F&marketplace=FLIPKART&srno=s_10_231&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFBGR3P6X3HHQA.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Samsung,"['N4200 80cm (32 inch) HD Ready LED Smart TV', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Tizen', 'HD Ready 1366 x 768 Pixels', '10 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 1 x USB', 'LED', '1 Year Comprehensive and 1 Year Additional on Panel from Samsung']",22499,4.2,72,https://www.flipkart.com/samsung-n4200-80cm-32-inch-hd-ready-led-smart-tv/p/itmee021d2c2414f?pid=TVSFF96UUC9FDKQH&lid=LSTTVSFF96UUC9FDKQHXVGAHE&marketplace=FLIPKART&srno=s_10_232&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSFF96UUC9FDKQH.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
iFFALCON,"['by TCL 189.3cm (75 inch) Ultra HD (4K) LED Smart Android TV with Harman Kardon Speakers and ...', 'Netflix|Disney+Hotstar|Youtube', 'Operating System: Android', 'Ultra HD (4K) 3840 x 2160 Pixels', '30 W Speaker Output', '120 Hz Refresh Rate', '3 x HDMI | 2 x USB', 'Samsung Panel', '1 Year Domestic Warranty']",139999,4.2,61,https://www.flipkart.com/iffalcon-tcl-189-3cm-75-inch-ultra-hd-4k-led-smart-android-tv-harman-kardon-speakers-netflix/p/itmf6u45gh3avpub?pid=TVSF6U44DRMKJDZ8&lid=LSTTVSF6U44DRMKJDZ8DECHJN&marketplace=FLIPKART&srno=s_10_233&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSF6U44DRMKJDZ8.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
Intex,"['98cm (38 inch) HD Ready LED TV', 'HD Ready 1366 x 768 Pixels', '20 W Speaker Output', '60 Hz Refresh Rate', '2 x HDMI | 2 x USB', '1 Year Comprehensive Warranty']",13997,unrated,unrated,https://www.flipkart.com/intex-98cm-38-inch-hd-ready-led-tv/p/itmejermrvfzzeck?pid=TVSEJERMWPFUTBS7&lid=LSTTVSEJERMWPFUTBS7YHV63W&marketplace=FLIPKART&srno=s_10_234&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSEJERMWPFUTBS7.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
LG,"['108cm (43 inch) Full HD LED TV', 'Full HD 1920 x 1080 Pixels', '20 W Speaker Output', '1 x HDMI | 1 x USB', 'IPS', '1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module']",33999,4.3,262,https://www.flipkart.com/lg-108cm-43-inch-full-hd-led-tv/p/itmejnn8ytdwrepq?pid=TVSEJNN8BCAU2BSZ&lid=LSTTVSEJNN8BCAU2BSZIXAZAJ&marketplace=FLIPKART&srno=s_10_235&otracker=search&otracker1=search&fm=organic&iid=0bf2c82a-9991-4294-afdc-b32df3d5a49a.TVSEJNN8BCAU2BSZ.SEARCH&ssid=e7dueatk8w0000001596044980253&qH=9e3cf996c5c2322b
